matched_unitid,institution_name_collegecuts,institution_state_full,in_financial_tracker,match_method,institution_control,institution_city,institution_url,tracker_institution_name,tracker_control_label,cut_records,cut_types,latest_cut_announcement_date,first_cut_announcement_date,total_students_affected_known,total_faculty_affected_known,staff_layoff_records,program_suspension_records,department_closure_records,campus_closure_records,institution_closure_records,teach_out_records,financial_warning_count,tracker_enrollment_pct_change_5yr,tracker_enrollment_decline_last_3_of_5,tracker_revenue_pct_change_5yr,tracker_revenue_decreased_5yr,tracker_revenue_10pct_drop_last_3_of_5,tracker_ended_2024_at_loss,tracker_losses_last_3_of_5,tracker_loss_years_last_10,tracker_net_tuition_per_fte_change_5yr,tracker_staff_total_headcount_pct_change_5yr,tracker_pct_international_all,tracker_international_enrollment_pct_change_5yr,tracker_federal_grants_contracts_pell_adjusted_pct_core_revenue,tracker_state_funding_pct_core_revenue,tracker_tuition_dependence_pct,tracker_endowment_value,tracker_endowment_pct_change_5yr,tracker_discount_pct_change_5yr,tracker_liquidity_percentile_private_nfp,tracker_leverage_percentile_private_nfp
239716,St. Norbert College,Wisconsin,TRUE,collegecuts_institutions.unitid,Private non-profit,De Pere,https://www.snc.edu,Saint Norbert College,Private not-for-profit,1,department_closure,2025-03-17,2025-03-17,,21,0,0,1,0,0,0,1,0.6516072980017376,Yes,6.648747317697502,No,No,No,No,1,-25.40680009260527,-22.95552367288379,0.01855848079413034,-6.521739130434782,0.0085295353044276,0,36.38256009876354,188795538,6.537097893990845,,,
221838,Tennessee State University,Tennessee,TRUE,collegecuts_institutions.unitid,Public,Nashville,https://www.tnstate.edu,Tennessee State University,Public,1,staff_layoff,2024-10-01,2024-10-01,,114,1,0,0,0,0,0,1,3.1755130115785852,No,0.8533955367260722,No,No,Yes,No,4,-43.27289312775356,6.725146198830409,0.04211111111111111,-49.39919893190921,0.03844914772463417,0.00620433059609258,15.26925966935326,115311043,52.683588450186114,,,
195234,The College of Saint Rose,New York,TRUE,normalized_name_state_fallback,Private non-profit,Albany,strose.edu,The College of Saint Rose,Private not-for-profit,1,institution_closure,2024-06-21,2024-06-21,2800,646,0,0,0,0,1,0,1,,No,,,No,,Yes,8,,,,,,,,,,,,
102377,Tuskegee University,Alabama,TRUE,normalized_name_state_fallback,Private non-profit,Tuskegee,https://www.tuskegee.edu,Tuskegee University,Private not-for-profit,1,staff_layoff,2025-02-27,2025-02-27,,10,1,0,0,0,0,0,1,26.756352765321378,Yes,17.640284201751435,No,No,No,No,3,-37.77324817555423,-10.23316062176166,0,,0.278198763016529,0,17.39292774170186,164249785,3.5819460380828025,,,
163259,"University of Maryland, Baltimore",Maryland,TRUE,normalized_name_state_fallback,Public,Baltimore,https://www.umaryland.edu,"University of Maryland, Baltimore",Public,1,staff_layoff,2025-09-23,2025-09-23,,30,1,0,0,0,0,0,1,-1.7562392710946784,No,1.7979542643118402,No,No,No,No,1,-13.556670116475832,7.897293546148508,0.06061827956989247,37.08206686930091,0.08667250530741549,0.02461762016580341,8.686037495973238,521552835,18.350372098293192,,,
221999,Vanderbilt University Medical Center,Tennessee,TRUE,collegecuts_institutions.unitid,Private non-profit,Nashville,https://www.vumc.org,Vanderbilt University,Private not-for-profit,1,staff_layoff,2025-06-20,2025-06-20,,650,1,0,0,0,0,0,1,5.3249229866510195,No,14.693259073319414,No,No,No,Yes,4,-4.801138244734989,14.738358137301969,0.12534818941504178,22.866894197952217,0.13492557843826714,0,16.753471035860606,10247727490,33.1857364737979,,,
179867,Washington University in St. Louis,Missouri,TRUE,normalized_name_state_fallback,Private non-profit,St. Louis,https://washu.edu,Washington University in St Louis,Private not-for-profit,1,staff_layoff,2025-10-02,2025-10-02,,316,1,0,0,0,0,0,1,1.241991682589637,Yes,19.322403824242368,No,No,No,No,3,-11.961183999850869,27.130607244939625,0.2798223702470164,22.86132098464538,0.15171591476403146,0,8.322906411211415,12006026000,20.34868023525424,,,
237057,Whitman College,Washington,TRUE,collegecuts_institutions.unitid,Private non-profit,Walla Walla,https://www.whitman.edu,Whitman College,Private not-for-profit,1,staff_layoff,2025-06-25,2025-06-25,,10,1,0,0,0,0,0,1,-0.43613707165109034,No,52.39693159072797,No,No,No,No,2,-22.285111162018065,-8.589951377633712,0.1376720901126408,81.81818181818183,0.01474304031154783,0,24.149464857715248,785977679,13.324469701556014,,,
211440,Carnegie Mellon University,Pennsylvania,TRUE,normalized_name_state_fallback,Private non-profit,Pittsburgh,https://www.cmu.edu,Carnegie Mellon University,Private not-for-profit,2,staff_layoff,2025-10-08,2025-08-05,,93,2,0,0,0,0,0,0,10.909331044046754,No,5.936367169658677,No,No,No,No,0,-5.63344534497617,7.373501997336884,0.42869901756475143,14.158871095608056,0.18906540155519416,0,37.74117786634939,3231995579,32.79285670869657,,,
165662,Emerson College,Massachusetts,TRUE,collegecuts_institutions.unitid,Private non-profit,Boston,https://www.emerson.edu,Emerson College,Private not-for-profit,2,staff_layoff,2025-08-23,2024-08-15,,40,2,0,0,0,0,0,0,19.09307875894988,No,12.023184261616448,No,No,No,No,2,-14.969599537178109,21.687840290381125,0.1372745490981964,35.86776859504132,0.00596577532925262,0,61.340728469232445,264747512,19.53398533167961,,,
150987,Ivy Tech Community College,Indiana,FALSE,collegecuts_institutions.unitid,Public,Indianapolis,https://www.ivytech.edu,,,2,staff_layoff,2025-06-30,2025-06-02,,240,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
171100,Michigan State University,Michigan,TRUE,normalized_name_state_fallback,Public,East Lansing,msu.edu,Michigan State University,Public,2,staff_layoff,2025-10-20,2025-07-22,,219,2,0,0,0,0,0,0,0.08132726089785296,No,4.1941843620797465,No,No,No,No,3,-15.580881547460798,8.190387884407356,0.09029019267927116,-28.23309889478972,0.02826140529595425,0.20100826974934344,25.36528086374578,4986233000,18.334845352933876,,,
214777,Pennsylvania State University,Pennsylvania,TRUE,collegecuts_institutions.unitid,Public,University Park,https://www.psu.edu,Pennsylvania State University-Main Campus,Public,2,department_closure; staff_layoff,2025-09-11,2024-05-08,,427,1,0,1,0,0,0,0,6.244117352558326,No,14.118369511185918,No,No,No,No,1,-16.529775110776583,-26.253551729901385,0.1576725161630822,-0.7239496795632566,0.19675566985621015,0,20.194454455549955,4750032000,22.32121968677952,,,
104179,University of Arizona,Arizona,TRUE,collegecuts_institutions.unitid,Public,Tucson,https://www.arizona.edu/,University of Arizona,Public,2,staff_layoff,2025-09-10,2025-05-20,,53,2,0,0,0,0,0,0,27.36316362814215,No,4.006114911528383,No,No,No,No,1,-17.71125394715174,3.1922276197085355,0.06319594616402543,-7.379375591296121,0.06809594766974669,0.02641249920249752,27.403517406322074,1387344636,8.915531782866559,,,
209551,University of Oregon,Oregon,TRUE,collegecuts_institutions.unitid,Public,Eugene,https://www.uoregon.edu,University of Oregon,Public,2,staff_layoff,2025-09-08,2025-06-19,,62,2,0,0,0,0,0,0,0.9086219894457008,No,5.991606524946789,No,No,No,No,3,-2.354579832227868,10.405847278322751,0.03625353884869456,-66.26417855836078,0.02862110034973796,0.03957072132204225,32.308982243813396,1613595472,38.857702887831586,,,
,University of Texas at Dallas,Texas,FALSE,unmatched,Public,Richardson,https://www.utdallas.edu,,,2,department_closure; staff_layoff,2025-07-30,2024-04-09,,20,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
240277,University of Wisconsin-Green Bay,Wisconsin,TRUE,collegecuts_institutions.unitid,Public,Marinette,https://www.uwgb.edu/marinette/,University of Wisconsin-Green Bay,Public,2,program_suspension,2025-07-16,2024-01-22,,,0,2,0,0,0,0,0,26.686303387334316,No,15.410966199562894,No,No,No,No,4,-3.041710744511029,5.046948356807512,0.0351856157482756,160.91954022988506,0.00617645480829248,0.01884104337352244,27.92931655108616,63937536,25.554045977690254,,,
240444,University of Wisconsin-Madison,Wisconsin,TRUE,normalized_name_state_fallback,Public,Madison,www.wisc.edu,University of Wisconsin-Madison,Public,2,department_closure; program_suspension,2025-08-08,2025-07-25,,90,0,1,1,0,0,0,0,13.466407832545576,No,17.88615283090425,No,No,No,No,2,-6.369290586182339,14.125320786997433,0.16459627329192547,19.964760097587423,0.0951984966927642,0.02965259273088552,19.65894454295764,6101887051,8.589396945361365,,,
,Bacone College,Oklahoma,FALSE,unmatched,Private non-profit,Muskogee,www.bacone.edu,,,1,institution_closure,2025-05-15,2025-05-15,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
167792,Bard College at Simon's Rock,Massachusetts,FALSE,collegecuts_institutions.unitid,Private non-profit,Great Barrington,https://simons-rock.edu,,,1,institution_closure,2024-11-01,2024-11-01,,116,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
189097,Barnard College,New York,TRUE,normalized_name_state_fallback,Private non-profit,New York,www.barnard.edu,Barnard College,Private not-for-profit,1,staff_layoff,2025-07-31,2025-07-31,,77,1,0,0,0,0,0,0,36.28351083363937,No,34.05114040112774,No,No,No,No,1,-3.639731907672999,19.30541368743616,0.14012395580706008,102.33463035019454,0.0177618427238893,0,48.56258918466762,503444000,12.838738552073451,,,
164748,Berklee College of Music,Massachusetts,TRUE,normalized_name_state_fallback,Private non-profit,Boston,berklee.edu,Berklee College of Music,Private not-for-profit,1,staff_layoff,2025-10-03,2025-10-03,,70,1,0,0,0,0,0,0,20.844228614120283,No,10.822491361120775,No,No,No,No,3,-28.647745654307418,28.32065535400819,0.29860896445131374,29.722470904207697,0.0142902582278199,0,70.81012546415378,426384464,-2.403490838330349,,,
,Birmingham-Southern College,Alabama,FALSE,unmatched,Private non-profit,Birmingham,https://www.bsc.edu,,,1,institution_closure,2024-05-09,2024-05-09,975,200,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,Bowling Green State University,Ohio,FALSE,unmatched,Public,Bowling Green,https://www.bgsu.edu,,,1,program_suspension,2025-08-15,2025-08-15,,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
217156,Brown University,Rhode Island,TRUE,normalized_name_state_fallback,Private non-profit,Providence,brown.edu,Brown University,Private not-for-profit,1,staff_layoff,2025-09-23,2025-09-23,,48,1,0,0,0,0,0,0,13.949814126394052,No,13.624104279574428,No,No,No,No,2,-18.065095943029423,21.278403057974092,0.19354049425006117,19.54659949622166,0.1313670922273866,0,21.623390053949983,6718785000,37.69778953717775,,,
,Cabrini University,Pennsylvania,FALSE,unmatched,Private non-profit,Radnor,www.cabrini.edu,,,1,institution_closure,2024-03-23,2024-03-23,1500,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
110404,California Institute of Technology,California,TRUE,normalized_name_state_fallback,Private non-profit,Pasadena,https://www.caltech.edu,California Institute of Technology,Private not-for-profit,1,staff_layoff,2024-03-12,2024-03-12,,521,1,0,0,0,0,0,0,9.168808911739502,No,4.1633382338053835,No,No,No,No,2,-10.978647817555483,1.7661388550548112,0.315149136577708,14.387464387464387,0.21088202801174263,0,1.2003984811229365,4228841000,15.383680275446634,,,
110422,California Polytechnic State University,California,TRUE,collegecuts_institutions.unitid,Public,San Luis Obispo,https://www.calpoly.edu/,California Polytechnic State University-San Luis Obispo,Public,1,program_suspension,2025-03-07,2025-03-07,58,3,0,1,0,0,0,0,0,2.3670418420826533,No,22.412048304154816,No,No,No,No,4,-1.1482493911786418,9.195402298850574,0.01183431952662721,-49.91119005328597,1.1519150576663618e-5,0.03374390508827577,30.80577548774968,296446884,6.086925321743073,,,
,College of Idaho,Idaho,FALSE,unmatched,Private non-profit,Caldwell,https://www.collegeofidaho.edu,,,1,program_suspension,2025-12-09,2025-12-09,,10,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
190150,Columbia University,New York,TRUE,collegecuts_institutions.unitid,Private non-profit,New York,https://www.columbia.edu/,Columbia University in the City of New York,Private not-for-profit,1,staff_layoff,2025-05-06,2025-05-06,,180,1,0,0,0,0,0,0,17.452929341461218,No,24.10678232346566,No,No,No,No,2,-7.5681960510947635,9.093011424078442,0.38874542990821465,26.78228966897357,0.1760202331717997,0,19.82874132981217,14782492000,10.01772568180897,,,
169363,Concordia University Ann Arbor,Michigan,TRUE,collegecuts_institutions.unitid,Private non-profit,Ann Arbor,https://www.cuaa.edu,Concordia University Ann Arbor,Private not-for-profit,1,program_suspension,2024-06-20,2024-06-20,,,0,1,0,0,0,0,0,18.695652173913043,No,,,No,,No,4,,-54.83870967741935,0.03174603174603174,108,,,,,,,,
,Cuyahoga Community College,Ohio,FALSE,unmatched,Public,Cleveland,tri-c.edu,,,1,program_suspension,2025-09-04,2025-09-04,,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,Delaware College of Art and Design,Delaware,FALSE,unmatched,Private non-profit,Wilmington,dcad.edu/,,,1,institution_closure,2024-05-23,2024-05-23,107,25,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
203331,Eastern Gateway Community College,Ohio,FALSE,collegecuts_institutions.unitid,Public,Steubenville,https://egcc.edu,,,1,institution_closure,2024-05-15,2024-05-15,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,Goddard College,Vermont,FALSE,unmatched,Private non-profit,Plainfield,goddard.edu,,,1,institution_closure,2024-04-09,2024-04-09,220,64,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,Hodges University,Florida,FALSE,unmatched,Private non-profit,Fort Myers,hodges.edu,,,1,institution_closure,2024-08-19,2024-08-19,443,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,Indiana University,Indiana,FALSE,unmatched,Public,Bloomington,https://iu.edu,,,1,staff_layoff,2025-01-16,2025-01-16,,25,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
192004,Jamestown Business College,New York,FALSE,collegecuts_institutions.unitid,Private for-profit,Jamestown,www.jbc.edu,,,1,institution_closure,2024-02-01,2024-02-01,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
162928,Johns Hopkins University,Maryland,TRUE,collegecuts_institutions.unitid,Private non-profit,Baltimore,https://www.jhu.edu,Johns Hopkins University,Private not-for-profit,1,staff_layoff,2025-03-14,2025-03-14,,247,1,0,0,0,0,0,0,16.70989476194735,No,7.094297122660402,No,No,No,No,1,-11.416599849840107,10.97162942505649,0.2657351588842342,48.08540925266904,0.389819688783696,0,7.751431444795605,13063073000,69.63874026143034,,,
,Johnson University Florida,Florida,FALSE,unmatched,Private non-profit,Kissimmee,johnsonu.edu,,,1,institution_closure,2024-06-30,2024-06-30,150,35,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
486840,Kennesaw State University,Georgia,TRUE,collegecuts_institutions.unitid,Public,Kennesaw,https://www.kennesaw.edu,Kennesaw State University,Public,1,program_suspension,2025-05-01,2025-05-01,,,0,1,0,0,0,0,0,26.08873097421616,No,8.362540162303892,No,No,No,No,2,-34.503914963521986,15.66265060240964,0.03472896555663449,100.21953896816684,0.00356424093272773,0.01935389183446898,27.756007088383456,124042454,112.98652790821949,,,
,Magdalen College of the Liberal Arts,New Hampshire,FALSE,unmatched,Private non-profit,Warner,magdalen.edu,,,1,institution_closure,2025-05-04,2025-05-04,65,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,Milwaukee Area Technical College,Wisconsin,FALSE,unmatched,Public,Milwaukee,https://www.matc.edu,,,1,staff_layoff,2025-08-21,2025-08-21,,4,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
181446,Nebraska Wesleyan University,Nebraska,TRUE,normalized_name_state_fallback,Private non-profit,Lincoln,https://www.nebrwesleyan.edu,Nebraska Wesleyan University,Private not-for-profit,1,staff_layoff,2025-10-10,2025-10-10,,,1,0,0,0,0,0,0,9.68534906588004,No,0.00147631982008512,No,No,No,No,2,-26.108827378642523,-24.952380952380953,0.01456745853877185,109.6774193548387,0.0328130116799476,0,45.16466379231263,82773000,15.426934671441735,,,
147767,Northwestern University,Illinois,TRUE,normalized_name_state_fallback,Private non-profit,Evanston,https://www.northwestern.edu,Northwestern University,Private not-for-profit,1,staff_layoff,2025-07-29,2025-07-29,,425,1,0,0,0,0,0,0,4.813773717498243,No,40.092175109482895,No,No,No,No,3,-11.764198805780724,13.034547152194213,0.20363541550266323,31.16602687140115,0.20093260255135317,0,19.80056279470669,10981265000,8.549967424230283,,,
,Notre Dame College,Ohio,FALSE,unmatched,Private non-profit,South Euclid,,,,1,institution_closure,2024-02-29,2024-02-29,1050,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,Oak Point University,Illinois,FALSE,unmatched,Private non-profit,Chicago,,,,1,institution_closure,2024-03-28,2024-03-28,429,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,Ohio University,Ohio,FALSE,unmatched,Public,Athens,ohio.edu,,,1,program_suspension,2025-08-26,2025-08-26,,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,Pittsburgh Technical College,Pennsylvania,FALSE,unmatched,Private non-profit,Oakdale,ptcollege.edu,,,1,institution_closure,2024-06-10,2024-06-10,1066,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
209746,Portland Community College,Oregon,FALSE,collegecuts_institutions.unitid,Public,Portland,https://www.pcc.edu,,,1,program_suspension,2025-06-12,2025-06-12,,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
243780,Purdue University,Indiana,TRUE,collegecuts_institutions.unitid,Public,West Lafayette,https://www.purdue.edu/,Purdue University-Main Campus,Public,1,program_suspension,2025-07-01,2025-07-01,,,0,1,0,0,0,0,0,21.10225259427993,No,14.311267170855022,No,No,No,No,0,-11.381089220471472,12.070006035003017,0.17576675897382307,6.838873597289859,0.07006297687341351,0.13292641072538336,30.677683756408396,3971950988,27.485233775077216,,,
,Rutgers University,New Jersey,FALSE,unmatched,Public,New Brunswick,https://www.rutgers.edu,,,1,staff_layoff,2024-04-01,2024-04-01,,29,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,Salt Lake Community College,Utah,FALSE,unmatched,Public,Salt Lake City,slcc.edu,,,1,department_closure,2025-09-03,2025-09-03,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
183026,Southern New Hampshire University,New Hampshire,TRUE,collegecuts_institutions.unitid,Private non-profit,Manchester,https://www.snhu.edu,Southern New Hampshire University,Private not-for-profit,1,staff_layoff,2025-06-25,2025-06-25,,60,1,0,0,0,0,0,0,65.79739152472983,No,42.87344748890842,No,No,No,No,0,-10.021949645960946,54.854116914131446,0.0072863671639217,129.22318125770653,0.00686484674759594,0,91.31816840028584,64647512,34.904920254244544,,,
186867,Stevens Institute of Technology,New Jersey,TRUE,normalized_name_state_fallback,Private non-profit,Hoboken,https://www.stevens.edu,Stevens Institute of Technology,Private not-for-profit,1,staff_layoff,2025-08-31,2025-08-31,,45,1,0,0,0,0,0,0,20.77596996245307,No,26.674879387704415,No,No,No,No,0,-7.624551146290448,11.25984251968504,0.36393782383419687,51.18381403357727,0.15765189852420652,0,57.88417143430693,374598000,36.10899729343222,,,
,Sullivan University,Kentucky,FALSE,unmatched,Private for-profit,Louisville,sullivan.edu,,,1,staff_layoff,2025-07-22,2025-07-22,,14,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,Texas A&M University at Qatar,Non-US,FALSE,unmatched,Public,Doha,https://www.qatar.tamu.edu,,,1,institution_closure,2024-02-15,2024-02-15,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,The King's College,New York,FALSE,unmatched,Private non-profit,New York City,https://www.tkc.edu,,,1,institution_closure,2025-07-29,2025-07-29,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
206279,Union Institute & University,Ohio,FALSE,collegecuts_institutions.unitid,Private non-profit,Cincinnati,https://myunion.edu,,,1,institution_closure,2024-06-20,2024-06-20,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
442930,University of Antelope Valley,California,FALSE,collegecuts_institutions.unitid,Private for-profit,Lancaster,https://www.uav.edu,,,1,institution_closure,2024-02-29,2024-02-29,,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
134130,University of Florida,Florida,TRUE,normalized_name_state_fallback,Public,Gainesville,ufl.edu,University of Florida,Public,1,staff_layoff,2025-07-04,2025-07-04,,75,1,0,0,0,0,0,0,5.424773187628726,No,40.32147914685729,No,No,No,No,1,-7.1306534798887835,8.625858838226108,0.09117476104365796,11.91042409829568,0.1147979017990351,0.08997986896993433,7.665822193844274,2448293000,9.736653703305551,,,
161253,University of Maine,Maine,TRUE,normalized_name_state_fallback,Public,Orono,umaine.edu,University of Maine,Public,1,staff_layoff,2025-05-15,2025-05-15,,9,1,0,0,0,0,0,0,6.638148346192041,No,10.374587783144706,No,No,No,No,0,-17.20903862813701,-1.347809809060277,0.04749283667621776,35.30612244897959,0.06071276739146213,0.02823487935629037,20.911769319300685,479309000,17.06179330913494,,,
,University of Minnesota Extension,Minnesota,FALSE,unmatched,Public,Marshall,https://extension.umn.edu,,,1,staff_layoff,2025-07-16,2025-07-16,,60,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
101709,University of Montevallo,Alabama,TRUE,normalized_name_state_fallback,Public,Montevallo,https://www.montevallo.edu/,University of Montevallo,Public,1,staff_layoff,2025-03-17,2025-03-17,,24,1,0,0,0,0,0,0,35.867652235128475,No,15.50866657371626,No,No,No,No,4,-21.310265285811703,9.401709401709402,0.02512953367875647,40.57971014492754,0,0.0100161825281367,18.40684531014744,45439205,64.9156708915695,,,
101879,University of North Alabama,Alabama,TRUE,normalized_name_state_fallback,Public,Florence,www.una.edu,University of North Alabama,Public,1,department_closure,2025-09-08,2025-09-08,,,0,0,1,0,0,0,0,40.849342770475225,No,21.003245492609807,No,No,No,No,4,-13.657385710790592,30.04484304932735,0.04961314509053202,92.56965944272446,0.00154525328062562,0.03338637367833398,32.73746231398797,63919879,39.93719157291559,,,
,University of Oklahoma,Oklahoma,FALSE,unmatched,Public,Norman,ou.edu,,,1,staff_layoff,2025-05-21,2025-05-21,,15,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,University of Saint Katherine,California,FALSE,unmatched,Private non-profit,San Marcos,usk.edu,,,1,institution_closure,2024-04-25,2024-04-25,232,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,"University of Tennessee, Knoxville",Tennessee,FALSE,unmatched,Public,Knoxville,https://www.utk.edu/,,,1,program_suspension,2025-07-10,2025-07-10,3,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,University of Texas HSCH,Texas,FALSE,unmatched,Public,Houston,www.uth.edu,,,1,staff_layoff,2025-08-21,2025-08-21,,50,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,University of Texas at Austin,Texas,FALSE,unmatched,Public,Austin,utexas.edu,,,1,staff_layoff,2024-04-02,2024-04-02,,60,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,University of Wisconsin Law School,Wisconsin,FALSE,unmatched,Public,Madison,https://law.wisc.edu,,,1,program_suspension,2025-08-22,2025-08-22,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,University of Wisconsin-Platteville Baraboo Sauk County,Wisconsin,FALSE,unmatched,Public,Baraboo,https://www.uwplatt.edu,,,1,campus_closure,2025-10-17,2025-10-17,126,,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,
240444,University of Wisconsin–Madison,Wisconsin,TRUE,normalized_name_state_fallback,Public,Madison,https://www.wisc.edu,University of Wisconsin-Madison,Public,1,department_closure,2025-07-09,2025-07-09,,10,0,0,1,0,0,0,0,13.466407832545576,No,17.88615283090425,No,No,No,No,2,-6.369290586182339,14.125320786997433,0.16459627329192547,19.964760097587423,0.0951984966927642,0.02965259273088552,19.65894454295764,6101887051,8.589396945361365,,,
215105,University of the Arts,Pennsylvania,FALSE,collegecuts_institutions.unitid,Private non-profit,Philadelphia,www.uarts.edu,,,1,institution_closure,2024-05-31,2024-05-31,,600,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
230728,Utah State University,Utah,FALSE,collegecuts_institutions.unitid,Public,Logan,https://www.usu.edu,,,1,department_closure,2025-04-29,2025-04-29,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
230737,Utah Valley University,Utah,FALSE,collegecuts_institutions.unitid,Public,Orem,https://www.uvu.edu,,,1,program_suspension,2025-06-10,2025-06-10,,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
199847,Wake Forest University,North Carolina,TRUE,normalized_name_state_fallback,Private non-profit,Winston-Salem,wfu.edu,Wake Forest University,Private not-for-profit,1,department_closure,2025-08-08,2025-08-08,,,0,0,1,0,0,0,0,8.979185119574845,No,25.73337959280499,No,No,No,No,2,-2.5646341294040345,24.14802981895634,0.07873615767550543,-12.62683201803833,0.09788489287023248,0,14.058798935586644,1997300000,18.351376162933377,,,
230782,Weber State University,Utah,FALSE,collegecuts_institutions.unitid,Public,Ogden,https://www.weber.edu,,,1,department_closure,2025-04-22,2025-04-22,209,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,
,Wells College,New York,FALSE,unmatched,Private non-profit,Aurora,https://www.wells.edu,,,1,institution_closure,2024-04-29,2024-04-29,357,38,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
,Western Wyoming Community College,Wyoming,FALSE,unmatched,Public,Rock Springs,https://www.westernwyoming.edu,,,1,staff_layoff,2025-12-26,2025-12-26,,33,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
160904,Xavier University of Louisiana,Louisiana,TRUE,normalized_name_state_fallback,Private non-profit,New Orleans,https://www.xula.edu/,Xavier University of Louisiana,Private not-for-profit,1,staff_layoff,2025-10-29,2025-10-29,,46,1,0,0,0,0,0,0,2.5787965616045847,No,10.856491246428956,No,No,No,No,4,-44.596513990137566,1.125,0.02541899441340782,31.88405797101449,0.29611575021740943,0,26.5535391253617,182857477,-12.861442792706582,,,
,,,FALSE,unmatched,,,,,,1,staff_layoff,2025-09-18,2025-09-18,,38,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
